docid	exp_genres	date	author	title	origgenres	origsubjs	remove
uc1.$b41194	fairy tales	1906.0	Curtin, Jeremiah	Fairy tales of eastern Europe / | $c: Jeremiah Curtain ; ill. in color by George Hood.		Fairy tales	 
uc2.ark+=13960=t55d8r653	historical fiction	1898.0	Erckmann-Chatrian	The blockade of Phalsburg;		Siege, 1814|Phalsbourg (France)|History	 
uc2.ark+=13960=t7vm4509m	historical fiction	1898.0	Hains, T. Jenkins	Richard Judkins' wooing;		Revolution, 1775-1783|History|Virginia	 
mdp.39015010389917	random	1975.0	James, P. D	The black tower / | $c: by P. D. James.			 
mdp.39015045625061	autobiography|war stories	1931.0	Botcharsky, Sophie	The kinsmen know how to die | $c: [by] Sophie Botcharsky and Florida Pier.		Hospitals|Personal narratives|World War, 1914-1918|Soviet Union	 
uc2.ark+=13960=t9m32q18n	tales	1898.0	Larminie, William	West Irish folk-tales and romances		Ireland|Tales	 
mdp.49015002779321	historical fiction	1910.0	Tolstoy, Leo, graf	War and peace : | a novel / | $c: by Count Leo Tolstoy ; translated from the Russian by Constance Garnett.		Russia|Alexander I, 1801-1825|Napoleon|1769-1821|Invasion of Russia, 1812|History|Emperor of the French|Campaigns|Napoleonic Wars, 1800-1815|History	 
mdp.39015059306269	mystery and detective fiction	1973.0	Hansen, Joseph	Death claims : | a Dave Bran[d]stetter mystery / | $c: Joseph Hansen.	Mystery fiction	Insurance investigators|Gay men|Brandstetter, Dave (Fictitious character)	 
mdp.39015064265146	historical fiction|autobiography	1931.0	Diakoff, N. A	In the whirl of life : | nightmare in reality : my recollections / | $c: N. A. Diakoff.		History|Revolution, 1917-1921|Personal narratives	 
mdp.39015057616602	random	2004.0	Jagt, Marek van der	The story of my baldness / | $c: Marek van der Jagt ; translated from the Dutch by Todd Armstrong.			 
mdp.39015059256522	tales|folklore	2004.0	McCall Smith, Alexander	The girl who married a lion and other tales from Africa / | $c: Alexander McCall Smith.		Folklore|Ndebele (African people)|Tswana (African people)|Botswana|Tales|Zimbabwe	 
mdp.39015059295033	random	2004.0	Kurosawa, Susan	Coronation talkies / | $c: Susan Kurosawa.	Novel	Social life and customs|India|British|20th century|Motion pictures, American	 
inu.32000007494240	ghost stories	1931.0	James, M. R. (Montague Rhodes)	The collected ghost stories of M.R. James.		Ghost stories	 
mdp.39015059553365	historical fiction	2004.0	Cunningham, M. Allen	The green age of Asher Witherow / | $c: M. Allen Cunningham.	Historical fiction	Coal mines and mining	 
inu.32000002650176	war stories	1931.0	Neureuther, Karl	U-boat stories; | narratives of German U-boat sailors, | $c: edited by Karl Neureuther and Claus Bergen; and with eight illustrations in colour, and thirty-four in black-and-white after drawings by Claus Bergen; translated by Eric Sutton.		Submarine|World War, 1914-1918|Naval operations	 
nyp.33433076021850	historical fiction	1898.0	Stephens, Robert Neilson	The continental dragoon; | a love story of Philipse manor-house in 1778, | $c: by Robert Neilson Stephens ... illustrated by H.C. Edwards ...		Revolution, 1775-1783|History	 
mdp.39015041835052	short stories|random	1974.0	Firchow, Evelyn Scherabon	Icelandic short stories. | $c: Selected, edited, and partially translated by Evelyn Scherabon Firchow. Introd. by Sigurður A. Magnússon.		Translations from Icelandic|Short stories, Icelandic|Short stories, English|Translations into English	 
mdp.39015059281652	love stories	1912.0	Webster, Jean	Daddy-Long-Legs ; | and, Dear enemy.	Epistolary fiction|Bibliographies|Love stories|Bildungsromans	Young women|Women college students|Women authors|Philanthropists|Orphans	 
mdp.39015059553407	historical fiction|random|love stories	2004.0	Perdue, Tito	The sweet-scented manuscript / | $c: by Tito Perdue.	Love stories|Bildungsromans|College stories|Historical fiction	College students	 
mdp.39015059553449	mystery and detective fiction	2004.0	Winegardner, Mark	The godfather returns / | $c: Mark Winegardner.	Mystery fiction	Large type books|Criminals|Mafia|Italian Americans|Corleone family (Fictitious characters)|Organized crime	 
mdp.39015014891538	historical fiction	1975.0	Anderson, Lonzo	Night of the silent drums / | $c: John L. Anderson.		Slave insurrections|History	 
uc1.b4098369	legends|folklore	1931.0	Linderman, Frank Bird	Old man coyote (Crow) | $c: Illustrated by Herbert Morton Stoops.	Bibliographies	Indians of North America|Crow mythology|Juvenile literature|Legends|Folklore|Crow Indians	 
mdp.39015059241011	short stories	2004.0	Ashworth, Elizabeth (Elizabeth Anne)	The origami bird / | $c: Elizabeth Ashworth.		Short stories, English	 
mdp.39015003842419	science fiction	1975.0	Menville, Douglas Alver	Ancestral voices : | an anthology of early science fiction / | $c: edited by Douglas Menville and R. Reginald.		Science fiction, American|Science fiction, English	 
uc2.ark+=13960=t13n20j5w	historical fiction	1898.0	Sleight, Mary Breck	An island heroine;		Revolution, 1775-1783|United States|History	 
uc1.$b244254	random	1931.0	Dunsany, Edward John Moreton Drax Plunkett, Baron	The travel tales of Mr. Joseph Jorkens, | $c: by Lord Dunsany.			 
mdp.39015059246713	psychological fiction	2004.0	Harris, Denise	In remembrance of her / | $c: Denise Harris.	Psychological fiction		 
mdp.39015059253750	random	2004.0	Averill, Thomas Fox	Ordinary genius / | $c: Thomas Fox Averill.		Social life and customs	 
nyp.33433074949904	historical fiction	1898.0	Crockett, S. R. (Samuel Rutherford)	The standard bearer / | $c: by S.R. Crockett.		History|Covenanters|17th century|History	 
nyp.33433074389572	historical fiction	1898.0	Jókai, Mór	The golden age in Transylvania, | $c: by Maurus Jokai, tr. by S. L. and A. V. Waite.		History	 
uc1.$b301116	war stories	1931.0	Leigh, James	Nomads in Flanders : | the romance of an M.T. column.		World War, 1914-1918	 
mdp.39015061007095	psychological fiction	2004.0	Kennedy, Thomas E	Greene's Summer / | $c: Thomas E. Kennedy.	Psychological fiction		 
mdp.39015052653352	mystery and detective fiction	2004.0	Paolucci, Anne	In wolf's clothing : | a mystery novel / | $c: Anne Paolucci.	Novel|Mystery fiction	Antique dealers|Trappers|Taxidermists|Ontario|Police|Ottawa|Crimes against|Endangered species	 
mdp.39015073494687	random	1975.0	Bernard, Stuart	Chicken delight / | $c: Stuart Bernard.		Gay erotic literature	 
uc1.$b312639	war stories	1931.0	Tenenbaum, Joseph	Mad heroes ; | skeletons and sketches of the Eastern Front / | $c: by Joseph Tenenbaum.		World War, 1914-1918	 
mdp.39015059264757	historical fiction|sea stories	1879.0	Reynolds, William	The private journal of William Reynolds : | United States Exploring Expedition, 1838-1842 / | $c: edited with an introduction and notes by Nathaniel Philbrick and Thomas Philbrick.	Bibliographies	Reynolds, William|Seafaring life|1798-1877|Ethnological expeditions|1815-1879|19th century|Explorers|(1838-1842)|Scientific expeditions|United States|Diaries|United States Exploring Expedition|Voyages around the world|Sailors|History|Wilkes, Charles	 
mdp.39015059250194	psychological fiction	2004.0	Francis, H. E. (Herbert Edward)	I'll never leave you : | stories / | $c: H.E. Francis.		Loss (Psychology)|Psychological fiction, American	 
mdp.49015000484452	short stories	1975.0		Ethnic American short stories / | $c: edited by Katharine D. Newman.		United States|Minorities|Short stories, American	 
mdp.49015000715624	psychological fiction|mystery and detective fiction	1975.0	Major, Clarence	Reflex and bone structure / | $c: by Clarence Major.	Psychological fiction|Detective and mystery stories	Psychology|Writer's block|Authorship|Novelists|Detective and mystery stories	 
mdp.49015000811001	love stories	1953.0	Moravia, Alberto	The time of indifference / | $c: Alberto Moravia ; translated by Angus Davidson.		Apathy|Man-woman relationships|Triangles (Interpersonal relations)	 
uc1.$b313812	war stories	1931.0	Thomas, Adrienne	Katrin becomes a soldier, | $c: by Adrienne Thomas; translated from the German by Margaret Goldsmith.		World War, 1914-1918	 
mdp.39015061377258	adventure stories	1916.0	Bennet, Robert Ames	The Bowl of Baal / | $c: Robert Ames Bennet ; illustrated by David Ireland ; introd. by Stuart Teitler.	Novel|Adventure fiction		 
mdp.39015061384684	short stories|science fiction	1975.0		Strange gifts : | eight stories of science fiction / | $c: edited by Robert Silverberg.	Short stories	Science fiction, American|Gifted persons	 
mdp.39015061466762	love stories	1975.0	Early, Robert	Powers & dominations : | a novel / | $c: by Robert Early.	Novel|Love stories	Monks	 
uc1.$b322833	historical fiction|war stories	1931.0	Bishop, John Peale	Many thousands gone / | $c: by John Peale Bishop.		History|Civil War, 1861-1865	 
mdp.39015059179450	short stories	1975.0		The Ballantine Reader's Circle reader.	Bibliographies	Study and teaching|Best books|American fiction|Short stories|Short stories, American|Books and reading|20th century	 
uc1.32106010494893	mystery and detective fiction	1975.0	Crumley, James	The wrong case : | a novel / | $c: by James Crumley.	Detective and mystery stories	Milodragovitch, Milo (Fictitious character)|Private investigators	 
uc1.$b27409	short stories	1931.0	MacMinn, George Rupert	College readings in the modern short story, | $c: edited with a review of the technique of the modern short story, by George R. MacMinn and Harvey Eagleson.		Short stories|Short story	 
mdp.39015060837914	domestic fiction	2004.0	Robson, Nancy Taylor	Course of the waterman / | $c: Nancy Taylor Robson.	Domestic fiction|Novel|Bildungsromans	Fathers and sons|Loss (Psychology)|Fisheries|Teenage boys|Male friendship|Fishers	 
uc1.$b51253	short stories|random	1931.0	Graham, Stephen	Great American short stories, | $c: edited by Stephen Graham.		Short stories, American	 
uc1.b3739098	historical fiction	1930.0	Plaatje, Sol. T. (Solomon Tshekisho)	Mhudi / | $c: Sol T. Plaatje ; introd., Tim Couzens ; woodcuts, Cecil Skotnes.	Novel|Historical fiction	Ndebele (African people)|History	 
uc1.$b63793	random	1931.0	Smith, Dama Margaret	Hopi girl.		Hopi Indians|Social life and customs	 
uc1.b3158986	historical fiction	1975.0	Nahal, Chaman Lal	Azadi / | $c: Chaman Nahal.		1947-|History	 
uc1.$b117382	random	1931.0	Hess, Fjeril	Buckaroo : | a story of Piñon ranch / | $c: by Fjeril Hess ; illustrated by Lee Townsend.		Ranch life	 
nnc1.1002190702	historical fiction	1898.0	Mann, F. A. (Florian Alexander)	Story of the Huguenots; | a sixteenth century narrative wherein the French, Spaniards, and Indians were the actors, | $c: by F.A. Mann.	History	Indians of North America|Florida|Huguenot colony, 1562-1565|Ethnic relations|French|Spaniards|History|16th century|History	 
uc1.b3727789	random	1931.0	Roberts, Elizabeth Madox	A buried treasure | $c: [by] Elizabeth Madox Roberts			 
uc1.b3933679	legends	1931.0	Nazhivin, Iv. (Ivan)	The dogs. | $c: Translated from the Russian.		Legends and stories|Dogs	 
inu.30000118529340	folklore	1931.0	Davis, Frederick Hadland	The ninth immortal : | and other tales of China and Japan / | $c: F. Hadland Davis.		Social life and customs|Folklore|Japan|China	 
inu.39000005800888	legends	1881.0	Bottrell, William	Cornish drolls. | $c: Compiled from Bottrell by Sarah L. Enys [pseud.]		Cornwall (County)|England|Legends	 
uc1.$b698013	short stories	1898.0	Kipling, Rudyard	The day's work.	English fiction|Bibliographies	Manners and customs|Short stories, English	 
uc1.32106008377712	war stories	1931.0	Remarque, Erich Maria	The road back. | $c: Translated from the German by A. W. Wheen.		World War, 1914-1918	 
inu.39000005831636	historical fiction	1975.0	Delavan, Elizabeth	Upstate village / | $c: by Elizabeth Delavan.		History	 
uc1.$b766501	autobiography|war stories	1931.0	Ludmann, Oscar	Stepchild of the Rhine; | an autobiography | $c: by Oscar Ludmann.		Alsace|France|Alsace-Lorraine question|World War, 1914-1918|Personal narratives	 
inu.39000005889410	ghost stories	1975.0	Jeffrey, Adi-Kent Thomas	Across the land from ghost to ghost / | $c: Adi-Kent Thomas Jeffrey.		Ghost stories, American|United States|Ghosts	 
mdp.39015079181163	short stories	1894.0	Doyle, Arthur Conan, Sir	The complete facsimiles of the original edition of The adventures of Sherlock Holmes and the memoirs of Sherlock Holmes / | $c: by A. Conan Doyle ; with the original illustrations by Sidney Paget.	Short stories	Holmes, Sherlock|Detective and mystery stories, English|Watson, John H. (Fictitious character)	 
uc1.$b744312	autobiography|war stories	1931.0	Tierce, Antoinette	Between two fires, | $c: by Antoinette Tierce; being a true account of how the author sheltered four escaped British prisoners of war in her house in Lille during the German occupation of that city.  Now published for the first time.  Translated by J. Lewis May.  With nineteen illustrations.		World War, 1914-1918|Prisoners and prisons|Personal narratives	 
uc1.$b742633	war stories	1931.0	Tilsley, W. V	Other ranks / | $c: W. V. Tilsley ; with an introduction by Edmund Blunden.		World War, 1914-1918	 
wu.89087889465	mystery and detective fiction	1931.0	Beeding, Francis	Death walks in Eastrepps,/ | $c: by Francis Beeding ...	Detective and mystery stories		 
inu.39000005874164	folklore	1910.0	Bogoras, Waldemar	Chukchee mythology / | $c: by Waldemar Bogoras.	Bibliographies	Folklore|Chukchi|Religion	 
inu.39000005768663	folklore	1975.0	Kaniku, John Wills Teloti	The epic of Tauhau / | $c: John Wills Teloti Kaniku.		Folklore|Papua New Guinea	 
nyp.33433082539937	sea stories	1898.0	Henderson, W. J. (William James)	Afloat with the flag, | $c: by W.J. Henderson ...		Seafaring life|American fiction	 
uc1.b4381234	war stories	1931.0	Barretto, Larry	The indiscreet years, | $c: by Larry Barretto.		Social life and customs|Americans|Single women|World War, 1914-1918|Europe	 
pst.000010906316	science fiction	1975.0	Pohl, Frederik	The best of Frederik Pohl / | $c: introd. by Lester Del Rey ; afterword by Frederik Pohl.		Science fiction, American	 
mdp.39015062585339	short stories	2004.0		The Alumni Grill : | anthology of southern writers / | $c: edited by Suzanne Kingsbury and William Gay.		Southern States|Social life and customs|Short stories, American	 
mdp.39076002242118	historical fiction	1931.0	Lide, Alice Alison	Pearls of fortune / | $c: by Alice Alison Lide and Margaret Alison Johansen ; illustrated by Philip Cheney.		Juvenile fiction|History	 
mdp.39076002193808	historical fiction	1931.0	Eaton, Jeanette	Jeanne d'Arc : | the warrior saint / | $c: by Jeanette Eaton ; with drawings by Harve Stein.		Charles VII, 1422-1461|Joan|Juvenile literature|History|1412-1431|of Arc, Saint|Charles VI, 1380-1422	 
mdp.39015062434660	short stories	2004.0	Padmanabhan, Manjula	Kleptomania : | ten stories / | $c: Manjula Padmanabhan.	Short stories		 
uc1.32106002159686	science fiction	1975.0	Anderson, Poul	Homeward and beyond / | $c: by Poul Anderson.		Science fiction, American	 
mdp.39076002266133	random	1931.0	Haines, Donal Hamilton	The southpaw / | $c: by Donal Hamilton Haines ; illustrated by Tod Gould.		Juvenile fiction|Baseball stories	 
nyp.33433076041494	random	1898.0	Veysey, Arthur Henry	A pedigree in pawn / | $c: by Arthur Henry Veysey ; illustrated by George W. Penfield.			 
